timestamp,command,input,output,device,gpu_name,platform,total_time_s,inference_time_s,cpu_count,cpu_load_pct,ram_used_gb,ram_peak_gb,vram_used_gb,vram_peak_gb
2026-05-13T23:14:43,run.py -i inputs/small_leg,inputs/small_leg,/home/krist/Desktop/senior/output,cuda,NVIDIA GeForce RTX 5070,Linux-6.17.0-23-generic-x86_64-with-glibc2.39,72.40,1.50,16,683.7,2.41,10.25,0.01,7.39
2026-05-13T23:25:22,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,111.58,13.16,20,764.9,2.33,10.27,0.01,7.39
2026-05-14T09:23:25,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,138.58,26.52,20,909.9,2.35,10.27,0.01,7.39
2026-05-14T09:37:54,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,115.47,11.94,20,896.4,2.17,10.20,0.01,7.39
2026-05-14T09:41:54,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,105.78,10.52,20,840.5,2.11,10.12,0.01,7.39
2026-05-14T10:03:58,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,111.08,10.13,20,845.8,2.28,10.27,0.01,7.39
2026-05-14T10:12:32,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,113.85,8.85,20,975.7,2.13,10.13,0.01,7.39
2026-05-14T10:20:58,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,108.36,8.47,20,898.2,2.30,10.14,0.01,7.39
2026-05-14T10:28:59,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,117.33,9.67,20,905.6,2.11,10.02,0.01,7.39
2026-05-14T10:42:48,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,127.05,9.68,20,919.7,2.33,10.27,0.01,7.39
2026-05-14T10:51:04,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,111.57,9.42,20,899.6,2.22,10.21,0.01,7.39
2026-05-14T11:06:17,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,117.76,13.84,20,838.2,2.27,10.27,0.01,7.39
2026-05-14T22:40:52,run.py -i inputs/short_leg,inputs/short_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,159.16,17.79,20,936.2,2.35,10.27,0.01,7.50
2026-05-14T23:00:00,run.py -i inputs/short_leg,inputs/short_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,161.31,18.48,20,928.8,2.40,10.27,0.01,7.50
2026-05-16T05:57:27,run.py -i inputs/short_leg,inputs/short_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,461.01,17.22,20,310.3,2.53,10.27,0.01,7.50
2026-05-16T06:04:00,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,155.94,13.40,20,713.0,2.21,10.20,0.01,7.39
2026-05-16T06:12:10,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,188.24,15.83,20,752.3,1.93,9.82,0.01,7.39
2026-05-16T06:19:50,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,132.40,12.67,20,731.5,2.22,10.13,0.01,7.39
2026-05-16T06:24:44,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,128.19,10.04,20,881.0,2.30,10.27,0.01,7.39
2026-05-16T06:28:15,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,122.62,11.87,20,926.1,2.00,10.02,0.01,7.39
2026-05-16T06:50:58,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,126.87,12.23,20,846.4,2.09,10.02,0.01,7.39
2026-05-16T07:06:06,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,126.41,11.20,20,948.8,2.31,10.27,0.01,7.39
2026-05-16T07:15:53,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,143.24,38.43,20,726.2,2.20,10.20,0.01,7.39
2026-05-16T08:04:37,run.py -i inputs/short_leg,inputs/short_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,169.61,16.07,20,1026.8,2.46,10.27,0.01,7.50
2026-05-16T08:07:43,run.py -i inputs/small_leg,inputs/small_leg,/home/k-pkp/MU/ICT/senior_project/Few_shots/base/senior/output,cuda,NVIDIA GeForce RTX 4060,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,125.09,11.22,20,933.0,2.15,10.13,0.01,7.39
